gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,0,0,-1.2366364187289876,1,0,2,0,0,0,0,0,1,0,1,0,0.5130702351274181,-0.9273995299076642,1
0,0,0,1,-1.1552014731729596,1,1,2,0,0,1,1,0,0,0,1,1,0.742381940011135,-0.8566133343068495,1
1,0,1,1,1.5321517301759657,1,1,1,1,1,1,1,1,0,2,1,2,0.4814983337303845,1.5229682607454167,0
1,0,0,0,-1.1144840003949457,1,1,2,0,0,0,0,0,0,0,1,2,0.370165839330319,-0.8494177310122235,1
1,0,1,1,0.8399546929497274,1,1,1,1,0,1,1,1,1,0,0,0,0.6958549274260333,1.0304225935074443,0
0,0,1,0,0.5956498562816432,1,1,2,1,1,1,0,1,0,0,1,0,1.1295531518800201,0.9940472737849176,1
0,0,0,1,-0.05582970816658108,1,0,0,2,2,2,2,2,2,1,0,3,-1.4842679479901772,-0.747222506306339,0
1,0,1,1,-0.7887442181708334,1,0,1,0,1,1,1,0,0,0,0,2,-0.09842764456249478,-0.676215586678082,0
0,0,1,1,-0.17798212650062314,1,1,1,0,0,0,0,0,0,0,0,1,-0.4939072515358622,-0.3847936532457294,0
0,0,0,0,-0.9108966365048755,1,1,2,0,0,0,0,0,1,0,0,0,0.7207801127394808,-0.6405686562461158,1
1,0,1,0,0.22919260127951704,1,0,0,2,2,2,2,2,2,2,0,2,-1.4742978738647983,-0.6791291438403232,0
0,0,0,0,-1.2773538915070017,1,0,1,0,0,0,0,0,0,0,1,1,-0.6467817214583403,-0.987348175761051,1
1,0,1,0,1.4099993118419236,1,1,2,0,1,1,0,1,1,1,0,0,1.3073528071159457,2.100823764589921,1
1,0,1,0,0.7992372201717133,1,0,1,1,1,0,0,1,1,1,1,1,0.353549049121354,0.6990496111079963,0
1,0,1,1,1.2064119479518536,1,0,2,1,1,1,1,1,1,2,0,1,1.4419488078085627,2.005824143178662,0
0,0,0,0,-0.6665917998367914,1,0,2,0,1,0,0,0,1,0,1,0,0.7141333966558947,-0.4157612342959143,0
0,1,1,0,-1.1144840003949457,1,1,2,0,1,0,0,0,0,0,1,0,0.539657099461762,-0.8432816030493215,1
1,0,0,0,-0.8294616909488475,1,0,2,0,0,1,0,1,1,1,0,0,1.0281907316053336,-0.48467127566346746,0
0,0,1,1,1.6135866757319937,1,1,2,1,1,1,1,1,1,2,1,2,1.7310809574445536,2.7351184022514765,0
1,1,0,0,1.5728692029539797,1,1,2,0,1,0,1,1,1,1,0,2,1.3621882148055304,2.251798999360601,0
0,0,1,0,-0.3408520176126792,1,0,0,2,2,2,2,2,2,1,0,1,-1.4826062689692807,-0.8056702287731171,0
0,0,0,0,-0.7073092726148054,1,0,0,2,2,2,2,2,2,2,0,1,-1.5008847381991421,-0.8609615976474672,0
1,0,1,0,1.4099993118419236,1,0,2,1,1,0,0,0,1,1,1,3,0.8586994714738901,1.6661298649446317,1
1,0,0,1,-1.2366364187289876,1,1,1,1,1,0,0,0,0,0,0,2,-0.12667618791773513,-0.947926864459818,0
0,0,1,1,-1.1144840003949457,0,2,1,0,0,0,0,0,0,0,0,1,-1.3197617249214235,-0.9519440417592717,0
0,0,1,0,-0.7073092726148054,1,0,2,0,0,0,0,1,1,0,0,0,0.777277199449962,-0.3934681075242203,1
1,0,0,0,-1.2773538915070017,1,0,0,2,2,2,2,2,2,0,1,1,-1.4809445899483842,-0.9984285219386655,1
1,0,1,1,0.35134501961355913,1,0,1,1,1,1,0,0,0,1,1,2,-0.14827801518938982,0.10126272758543302,0
0,0,0,1,0.43277996516958717,1,0,1,1,1,0,0,0,1,0,1,0,-0.026975446663945014,0.20091962597572854,0
1,1,1,0,-1.2773538915070017,1,1,2,0,0,0,0,0,0,0,0,0,0.3169921106616307,-0.9745461821693853,0
0,1,0,0,-1.2773538915070017,1,0,2,0,0,0,0,0,0,0,1,1,0.19402786311528944,-0.97617953997246,0
0,0,1,1,-0.25941707205665115,1,0,2,0,0,0,0,1,1,0,1,0,0.8653461875574763,0.03526624338012103,1
1,0,0,0,-0.42228696316870723,1,1,2,0,1,0,0,0,0,0,1,0,0.48482169177217727,-0.2434861308770313,1
1,0,1,0,1.5728692029539797,1,1,1,1,1,1,1,1,1,2,0,2,0.8570377924529937,1.8196875708363893,0
1,0,0,0,-1.0330490548389175,1,0,0,2,2,2,2,2,2,2,0,1,-1.5058697752618317,-0.9343523367721034,0
0,1,0,0,-0.17798212650062314,1,1,1,0,1,1,1,0,0,0,0,2,-0.010358656454979995,-0.18289738534406094,0
1,1,0,0,-0.6665917998367914,1,0,2,0,0,0,0,0,0,0,0,0,0.1624559617182563,-0.5467830169857912,0
1,0,0,0,-1.0330490548389175,1,0,0,2,2,2,2,2,2,1,0,1,-1.5042080962409352,-0.9505755527891282,0
0,0,0,0,1.4914342573979515,1,1,2,0,1,1,1,1,1,2,1,2,1.520047721790698,2.2838481281452543,0
0,0,0,1,-1.2773538915070017,0,2,1,0,0,0,0,0,0,0,0,1,-1.331393478067699,-0.9964420056916828,0
1,0,0,0,-1.1959189459509736,1,0,1,1,0,1,0,1,1,0,1,0,0.42001620995721406,-0.916341256132794,0
1,1,0,0,-0.46300443594672125,1,0,2,0,0,1,0,1,1,0,1,2,1.0647476700650564,-0.11107378681426654,1
0,0,1,0,1.4914342573979515,1,1,2,0,1,1,0,0,0,0,1,2,0.6858848533006544,1.5836894406948523,0
0,0,1,0,1.5728692029539797,0,2,1,1,1,1,1,0,0,2,1,2,-0.5703444864971011,0.48377746714331155,0
0,0,1,1,1.4914342573979515,1,0,0,2,2,2,2,2,2,2,0,1,-1.5075314542827283,-0.41306840116111554,0
0,0,0,0,0.6363673290596572,1,1,2,0,0,1,1,1,1,0,1,0,1.2990444120114633,1.17607837921676,0
1,0,1,0,0.5956498562816432,1,1,2,0,1,1,0,0,0,0,1,2,0.6177560134438974,0.7871405704603042,1
0,0,0,0,-1.2366364187289876,1,1,1,0,0,0,0,0,0,0,1,0,-0.5105240417448272,-0.960309482399343,1
1,0,0,0,0.5142149107256152,1,1,2,1,0,1,1,1,1,0,1,3,1.4519188819339417,1.1843113854403655,0
1,0,0,0,0.7585197473936993,1,1,2,0,1,0,0,0,0,0,0,2,0.539657099461762,0.7963006175991685,0
0,0,1,0,-0.42228696316870723,1,1,1,1,0,0,1,1,1,0,1,0,0.47983665470948805,-0.2380121749964569,1
1,0,0,0,1.6135866757319937,1,1,1,1,1,1,1,1,1,2,0,2,0.7274268288230669,1.740580079400992,0
1,0,1,1,0.18847512850150303,1,1,2,0,1,1,0,1,0,0,1,0,0.936798385456026,0.5003096967987558,0
1,0,1,1,1.5728692029539797,1,1,1,1,1,1,1,1,1,2,0,0,0.8503910763694077,1.7849235365141933,0
1,0,1,1,-1.0330490548389175,1,0,1,0,0,1,0,0,0,0,0,0,-0.533787548037378,-0.8571430719727116,1
0,0,0,0,1.3692818390639097,1,1,0,2,2,2,2,2,2,2,1,3,-1.3164383668796307,-0.26412382744290647,0
1,0,1,1,0.7585197473936993,1,0,1,1,0,0,1,1,1,1,1,2,0.38678262953928405,0.7435696474431518,0
0,0,1,1,-0.0965471809445951,1,0,0,2,2,2,2,2,2,1,0,2,-1.502546417220039,-0.7387246312498023,0
0,0,0,0,0.06632271016746097,1,1,2,0,0,0,0,1,0,0,0,0,0.6842231742797574,0.271352663132635,0
1,0,1,1,1.2878468935078815,1,1,0,2,2,2,2,2,2,2,1,1,-1.3280701200259062,-0.3386181867047553,0
1,1,1,0,1.3285643662858955,1,1,2,0,1,1,0,1,1,1,1,2,1.2757809057189125,1.9911680677564794,0
1,0,0,0,0.5956498562816432,1,1,2,1,1,0,1,1,0,0,0,1,1.1960203127158802,1.0538634852218391,0
0,0,0,0,-1.2773538915070017,1,0,2,1,0,0,0,1,1,0,1,0,1.0248673735635403,-0.9651433386003342,1
0,0,0,0,0.6770848018376713,1,1,1,1,1,0,0,0,0,0,1,3,-0.16655648441925125,0.2879952548018007,1
0,0,1,1,1.4099993118419236,1,1,2,0,1,0,1,1,0,2,0,3,0.9750170029366453,1.7750130276820244,0
1,0,0,1,0.2699100740575311,1,0,0,2,2,2,2,2,2,1,0,2,-1.5091931333036246,-0.6633694482809276,0
1,0,0,0,-0.7480267453928194,1,0,0,2,2,2,2,2,2,0,0,1,-1.4909146640737632,-0.8820848870737158,0
0,1,0,0,0.43277996516958717,1,0,2,1,1,0,1,1,1,0,1,3,1.4419488078085627,1.0236242934622146,1
1,1,0,0,0.9621071112837694,1,1,2,0,0,1,0,1,1,0,1,0,1.2059903868412591,1.4621146463795152,0
0,0,0,0,-0.7480267453928194,1,0,1,0,0,0,1,0,1,1,0,3,-0.18815831169090574,-0.6661726434294476,0
0,0,0,0,-1.2773538915070017,1,0,2,0,0,0,0,0,0,0,0,0,0.21895304842873697,-0.9758484539312962,1
1,0,1,1,-0.6665917998367914,1,0,1,1,1,0,0,0,0,1,1,1,-0.2961674480491784,-0.6286716311669642,0
1,0,1,1,1.5321517301759657,1,1,2,1,1,0,0,1,1,0,1,0,1.3721582889309094,2.3273749063569187,0
1,1,1,0,1.6135866757319937,1,1,1,1,1,1,0,1,1,2,1,3,0.642681198757345,1.6332419848556967,0
0,0,1,1,-0.3815694903906932,1,0,2,0,0,1,0,0,0,0,1,3,0.3502256910795607,-0.2556038799836253,0
1,0,0,1,-0.46300443594672125,1,1,0,2,2,2,2,2,2,0,0,1,-1.331393478067699,-0.8011233138078012,0
0,0,0,0,-1.2773538915070017,1,0,0,2,2,2,2,2,2,0,1,1,-1.4826062689692807,-0.9984505943414096,1
1,0,0,1,-1.2773538915070017,1,0,2,0,0,0,0,0,0,0,0,2,0.16577931976004912,-0.9765547708191121,1
0,1,1,0,-0.015112235388567064,1,1,2,0,0,0,0,1,1,0,1,0,0.9451067805605086,0.28653847622068007,1
1,0,1,1,-0.6258743270587773,1,0,2,0,0,0,0,1,0,0,0,0,0.5346720623990723,-0.3889432649616487,1
0,0,0,0,-1.1552014731729596,0,2,1,1,1,0,0,0,0,0,1,0,-1.0339529333272253,-0.9464921582814417,1
0,0,0,0,0.147757655723489,1,1,1,0,0,1,0,0,0,1,0,0,-0.297829127070075,-0.1502743740880572,0
0,0,0,0,0.7178022746156852,0,2,1,0,1,1,1,0,0,2,0,3,-0.8328897717987483,-0.15413704456830118,0
0,0,1,1,0.6363673290596572,0,2,1,0,0,0,1,0,0,0,1,3,-1.171872292061635,-0.379143118143201,0
0,0,0,1,0.7178022746156852,1,0,0,2,2,2,2,2,2,2,0,3,-1.4826062689692807,-0.5787659285622117,0
1,0,1,0,1.6135866757319937,1,1,1,1,1,1,1,0,1,2,0,3,0.49146840785576335,1.557864729484078,0
1,0,0,1,-0.9108966365048755,1,1,0,2,2,2,2,2,2,0,0,3,-1.3280701200259062,-0.9085055531585847,0
0,0,0,0,-0.5851568542807634,1,0,0,2,2,2,2,2,2,0,0,1,-1.4992230591782458,-0.8344305695488767,0
1,0,0,0,-1.2773538915070017,1,0,2,0,0,0,0,1,0,0,1,0,0.5047618400229356,-0.972052000659285,1
0,0,0,0,-1.2773538915070017,1,0,0,2,2,2,2,2,2,0,0,0,-1.5108548123245213,-0.9988258251880618,1
1,0,0,0,-0.9516141092828895,1,0,2,0,0,1,0,1,1,0,1,0,0.9733553239157489,-0.6490444588999084,0
1,0,0,0,-1.2366364187289876,1,1,2,1,0,0,0,0,1,0,0,1,0.8636845085365799,-0.9302027250561841,0
0,0,1,0,0.3106275468355451,1,1,2,0,0,0,1,0,0,0,1,3,0.46820490156321226,0.37299607776991317,0
1,0,1,0,1.4914342573979515,1,1,2,0,0,1,0,1,1,1,0,2,1.1544783371934677,2.012799022445846,0
0,0,1,0,0.18847512850150303,1,1,2,1,0,1,1,0,1,1,1,0,1.1445082630680887,0.6501150942239907,1
1,0,0,1,-0.5851568542807634,1,1,2,0,0,1,0,0,0,0,1,3,0.5247019882736934,-0.38638286624331547,0
1,1,1,0,-0.8701791637268614,1,0,2,0,0,0,0,0,0,0,1,0,0.18073443094811772,-0.6388690812348085,0
0,0,1,0,-0.9923315820609035,1,1,2,0,0,0,0,0,1,0,1,3,0.6792381372170683,-0.7303812630124751,1
0,0,0,0,-1.1959189459509736,1,1,2,0,0,0,0,0,0,0,0,0,0.34856401205866433,-0.9005153433651658,1
1,0,1,1,0.9213896385057554,1,0,1,1,0,0,0,0,1,1,0,3,-0.17652655854463017,0.38630573662469686,0
1,0,1,0,0.025605237389446957,1,1,2,0,1,1,0,0,1,0,1,0,0.9500918176231977,0.3576116130571699,0
0,0,0,0,0.5549323835036292,1,0,1,0,0,0,0,0,0,0,0,2,-0.6584134746046157,-0.04988908640720131,0
1,0,0,0,0.06632271016746097,1,1,0,2,2,2,2,2,2,2,0,2,-1.284866465482597,-0.5745721720408039,0
0,0,0,0,-1.1959189459509736,1,0,0,2,2,2,2,2,2,0,0,0,-1.4809445899483842,-0.9782322734276754,0
1,0,1,1,-0.0965471809445951,1,0,0,2,2,2,2,2,2,2,0,1,-1.4460493305095576,-0.69307890237469,0
0,0,0,0,0.025605237389446957,1,1,1,1,0,0,1,0,0,1,0,0,-0.17818823756552682,-0.14528601106785635,0
1,0,1,1,0.5142149107256152,1,1,2,0,1,1,0,0,1,1,1,3,1.0049272253127826,0.9212745619371207,0
1,0,0,0,0.3106275468355451,1,0,1,1,1,0,1,0,0,0,1,1,-0.09510428652070173,0.16121137343881997,0
0,0,0,0,1.5728692029539797,1,1,2,1,1,1,1,1,1,2,1,0,1.7909014021968281,2.7350742574459876,0
1,0,0,0,-1.2773538915070017,1,1,1,0,0,1,0,0,0,0,0,0,-0.3460178186760734,-0.9833530708643416,1
0,0,1,1,1.6135866757319937,0,2,1,1,1,1,1,1,1,2,0,2,-0.010358656454979995,0.991531019872073,0
0,0,1,1,-0.42228696316870723,1,0,2,0,0,0,0,0,1,0,1,0,0.5114085561065217,-0.21686681316746392,0
1,0,1,1,0.5549323835036292,1,0,0,2,2,2,2,2,2,1,1,2,-1.4809445899483842,-0.6340572974365617,0
0,0,1,1,0.9213896385057554,1,0,0,2,2,2,2,2,2,2,0,1,-1.45435772561404,-0.4730611918199912,0
1,0,0,0,-1.2773538915070017,1,0,0,2,2,2,2,2,2,0,0,1,-1.4726361948439015,-0.9983181599249442,0
0,0,0,0,-0.8294616909488475,1,1,1,0,0,0,1,1,1,1,1,1,0.3685041603094221,-0.630150482150829,0
1,0,0,0,-0.05582970816658108,1,1,2,0,1,0,0,0,0,0,1,0,0.5213786302319006,0.06497569747388343,0
1,0,1,0,-1.1144840003949457,0,2,1,0,0,0,0,0,0,0,1,0,-1.3230850829632164,-0.9630243879368859,1
0,0,1,1,1.4099993118419236,1,1,1,1,0,0,0,1,1,2,1,0,0.35687240716314683,1.3011847579711773,0
1,0,0,0,-1.2773538915070017,1,0,1,0,0,0,0,0,0,0,0,1,-0.6750302648135807,-0.9877234066077035,0
1,0,1,0,0.3106275468355451,0,2,1,1,1,1,0,0,0,1,1,0,-0.7448207836912338,-0.24962225883993316,1
1,0,1,1,0.35134501961355913,1,1,1,1,1,1,0,1,0,0,1,3,0.3253005057661132,0.32739449370028967,0
1,0,0,0,-1.2773538915070017,1,1,2,0,0,0,0,0,0,0,1,0,0.3502256910795607,-0.9741047341145002,1
1,0,0,0,0.7585197473936993,1,1,2,1,1,0,0,1,0,1,1,0,0.9982805092291964,1.1282033376644784,1
1,0,1,1,0.39206249239157315,0,2,1,1,0,1,1,1,0,2,0,3,-0.5520660172672397,-0.11019089070449647,0
1,0,1,1,-0.3815694903906932,1,0,0,2,2,2,2,2,2,1,0,1,-1.4992230591782458,-0.8144771174680734,0
0,1,0,0,-1.2773538915070017,1,0,2,0,0,0,0,0,0,0,1,0,0.19236618409439304,-0.9762016123752041,1
0,0,0,0,-1.2773538915070017,1,0,0,2,2,2,2,2,2,0,0,1,-1.4826062689692807,-0.9984505943414096,0
0,0,0,0,0.9621071112837694,1,1,2,1,1,0,0,1,1,0,1,3,1.3904367581607708,1.5945269904422799,0
1,0,0,1,-0.7073092726148054,1,1,2,0,1,0,0,1,0,0,1,0,0.8719929036410624,-0.3760529817590058,0
1,0,1,1,-0.8294616909488475,1,1,0,2,2,2,2,2,2,2,1,2,-1.308129971775148,-0.8691725314683286,0
0,0,1,1,0.8806721657277413,1,0,1,1,0,1,1,0,1,2,0,2,0.1724260358436352,0.7018748786592606,0
0,0,0,0,-1.0330490548389175,1,0,1,0,0,0,0,1,1,0,1,0,0.06940193654805181,-0.8051184187045108,0
0,0,1,1,0.025605237389446957,1,1,2,0,0,0,0,0,1,0,0,3,0.7108100386141019,0.2047381516504839,1
1,0,1,1,-0.6665917998367914,1,0,0,2,2,2,2,2,2,0,0,0,-1.4826062689692807,-0.856657479112338,0
0,0,0,1,-0.46300443594672125,1,0,1,1,0,1,0,0,1,1,0,1,0.0029347757121917363,-0.41721801287703486,0
1,1,1,0,-0.0965471809445951,1,1,1,0,0,1,0,1,1,2,0,0,0.3352705798914921,-0.04421647890192871,0
1,0,0,0,-1.1959189459509736,1,0,1,0,0,0,1,0,0,0,1,1,-0.4739671032851041,-0.9421218225380799,0
1,0,0,0,-0.8701791637268614,1,0,2,0,0,1,0,0,0,0,0,0,0.2704650980765289,-0.6460426121266901,0
0,0,0,0,1.2064119479518536,1,1,2,1,1,1,1,1,1,1,1,3,1.6712605126922797,2.1417018544722746,0
1,0,0,0,-0.5851568542807634,1,0,0,2,2,2,2,2,2,0,0,0,-1.5208248864499003,-0.8533686911034446,0
1,0,0,1,-1.0737665276169315,1,0,0,2,2,2,2,2,2,0,0,1,-1.502546417220039,-0.9505755527891282,0
0,0,0,0,0.5549323835036292,1,1,2,0,0,1,0,1,1,1,1,0,1.2076520658621555,1.0561590151072413,0
1,0,0,0,-0.46300443594672125,1,1,2,0,0,0,0,0,1,0,1,0,0.642681198757345,-0.24035184968734755,0
1,0,0,0,1.4507167846199376,1,1,0,2,2,2,2,2,2,2,1,2,-1.3496719472975607,-0.3456813555829158,0
0,0,0,0,-1.2773538915070017,1,1,1,0,0,0,0,0,0,0,1,0,-0.48726053545227604,-0.985229225097603,0
0,0,1,0,-0.3001345448346652,1,0,2,0,0,1,0,0,0,0,1,0,0.3269621847870096,-0.21373253197778025,0
0,0,0,1,-0.3408520176126792,1,0,0,2,2,2,2,2,2,2,0,1,-1.4958997011364528,-0.7874604965091097,0
0,0,1,0,-0.0965471809445951,1,1,2,0,0,0,0,0,1,0,1,0,0.6725914211334821,0.15112428538469708,1
0,0,0,0,-1.2366364187289876,1,0,2,0,0,0,0,0,1,0,0,0,0.5247019882736934,-0.9260751857430091,1
1,0,1,0,0.7585197473936993,1,1,2,0,1,1,0,1,1,1,1,2,1.397083474244357,1.4200887915544602,0
0,0,1,1,1.0028245840617833,1,1,1,1,0,1,1,1,1,2,1,0,0.6559746309245171,1.1316466324925814,0
0,0,0,0,-0.7073092726148054,1,1,0,2,2,2,2,2,2,2,0,2,-1.3197617249214235,-0.8444072955892785,0
0,0,1,1,1.6135866757319937,1,0,1,1,1,1,1,1,1,2,1,2,0.6293877665901733,1.6841188731811965,0
0,0,0,0,-1.2366364187289876,1,0,2,0,0,1,0,0,0,0,1,0,0.36684248128852576,-0.9363829978245745,1
1,0,1,0,-0.17798212650062314,1,1,2,0,1,1,0,1,0,0,0,3,1.0581009539814703,0.17765531348328736,0
1,1,1,0,-0.13726465372260913,1,1,2,0,0,1,0,1,1,0,1,0,1.1212447567755377,0.31883040143552005,1
1,0,1,1,1.5321517301759657,1,0,2,1,1,1,1,1,0,2,1,3,1.2076520658621555,2.0804950816624657,0
0,0,0,0,-0.7887442181708334,1,0,0,2,2,2,2,2,2,1,0,1,-1.4809445899483842,-0.8867200916500085,0
0,1,1,0,1.0842595296178115,1,1,2,1,1,1,1,0,0,1,1,0,0.9733553239157489,1.4135112155366731,0
1,1,1,0,-0.7887442181708334,1,1,2,0,0,0,0,1,1,0,1,0,1.013235620417265,-0.4627533797384257,1
1,1,1,0,-1.0330490548389175,1,1,2,0,0,0,0,0,0,0,1,1,0.320315468703424,-0.7743053444735356,1
0,0,1,0,1.2064119479518536,1,0,1,1,0,1,1,1,1,2,0,1,0.539657099461762,1.193670084203928,0
0,0,0,0,-0.46300443594672125,1,0,1,1,0,1,1,0,0,1,1,0,-0.14993969421028625,-0.4518496127827655,0
0,0,0,0,-1.2366364187289876,1,0,1,0,0,1,0,0,1,0,0,0,-0.12999954595952817,-0.9581684593331506,0
0,0,0,0,-1.2773538915070017,1,0,1,0,0,0,0,0,0,0,0,3,-0.6916470550225458,-0.9879441306351461,0
1,0,0,0,-1.1552014731729596,1,0,2,0,0,1,0,0,1,0,0,0,0.7074866805723086,-0.8713356269372653,0
0,0,0,0,-0.5444393815027493,1,0,0,2,2,2,2,2,2,1,0,3,-1.4792829109274876,-0.8379842263907012,0
0,0,0,0,-0.0965471809445951,1,0,2,0,0,0,1,1,0,0,0,0,0.6775764581961718,0.12095131083330532,1
1,0,1,1,1.4099993118419236,1,0,0,2,2,2,2,2,2,2,1,3,-1.5075314542827283,-0.4404381805639874,0
1,1,1,0,1.6135866757319937,1,1,2,1,1,1,0,0,1,2,1,3,1.2591641155099476,2.3257194761510998,0
1,0,1,0,0.8399546929497274,1,0,0,2,2,2,2,2,2,2,0,3,-1.4909146640737632,-0.5173163593222154,0
0,0,0,0,-1.1144840003949457,1,0,0,2,2,2,2,2,2,1,0,0,-1.502546417220039,-0.9633775463807941,0
1,1,1,0,1.5728692029539797,1,0,2,0,1,1,1,0,1,2,1,3,1.0215440155217475,1.953512548674786,0
0,0,1,1,0.7178022746156852,1,1,1,0,1,1,1,1,1,1,1,3,0.6443428777782418,0.8310205071158759,0
1,0,1,1,0.9621071112837694,1,1,2,0,0,1,1,1,1,2,1,0,1.277442584739809,1.5856097397336022,0
1,0,0,0,-1.2366364187289876,1,0,1,0,0,0,1,0,0,0,1,3,-0.48393717741048303,-0.9591175726511535,0
0,1,0,0,-1.2366364187289876,1,1,2,0,0,1,0,0,1,0,1,0,0.7905706316171337,-0.9282162088092014,1
1,0,1,1,-0.3408520176126792,1,1,1,1,0,0,0,0,0,0,0,0,-0.33272438650890146,-0.41662205800294,1
1,0,1,1,0.5549323835036292,1,0,0,2,2,2,2,2,2,2,0,3,-1.4892529850528666,-0.626640970114493,0
1,0,1,0,1.5728692029539797,1,1,2,1,1,1,1,1,1,2,1,0,1.7111408091937959,2.773546455429218,0
0,0,0,0,-0.13726465372260913,0,2,1,0,0,0,1,0,0,0,1,0,-1.1153752053511536,-0.5984765842128281,0
1,0,1,1,1.4914342573979515,1,1,0,2,2,2,2,2,2,2,0,2,-1.3397018731721815,-0.24884972474388437,0
1,0,1,0,1.5728692029539797,1,1,1,0,1,1,1,1,1,2,0,3,0.6460045567991383,1.6222940730945483,0
0,1,0,0,-1.2773538915070017,1,0,2,0,0,0,0,1,1,0,1,0,0.8819629777664413,-0.9670415652363397,1
1,1,1,0,0.9621071112837694,1,0,1,1,1,1,1,1,1,2,1,2,0.6941932484051369,1.12239829574274,0
1,0,0,1,0.9621071112837694,1,0,0,2,2,2,2,2,2,1,1,1,-1.4477110095304542,-0.4605461394640005,0
1,0,0,0,-1.2773538915070017,1,0,2,0,0,0,0,1,0,0,1,0,0.489806728834867,-0.9722506522839831,1
0,0,1,0,-0.17798212650062314,1,1,0,2,2,2,2,2,2,1,0,1,-1.3031449347124586,-0.7106043901536258,0
0,0,1,1,-0.5444393815027493,1,0,0,2,2,2,2,2,2,0,0,1,-1.4809445899483842,-0.8386243260702845,0
1,0,1,0,1.3692818390639097,1,1,1,0,0,0,1,0,1,0,0,0,-0.030298804705738064,0.8752536022153563,0
0,0,1,1,-0.6258743270587773,1,1,1,0,0,1,1,0,0,1,1,1,-0.09344260749980508,-0.5346873402819413,0
1,0,1,1,0.7992372201717133,1,1,0,2,2,2,2,2,2,2,0,1,-1.2964982186288725,-0.41322290798032535,0
0,0,0,0,-0.5444393815027493,1,0,1,0,1,0,0,1,0,1,0,0,-0.2180685340670427,-0.5459221932787653,0
0,0,0,0,0.147757655723489,1,0,1,1,1,1,1,1,1,1,0,2,0.7008399644887225,0.3185655326025891,0
1,1,1,0,-1.0330490548389175,1,0,2,0,0,0,0,0,0,0,1,1,0.17741107290632444,-0.8009467345858472,1
1,0,1,1,1.6135866757319937,1,1,2,1,1,1,1,0,1,1,1,3,1.33393967145029,2.3200689410485706,0
1,0,1,1,1.4099993118419236,1,1,2,1,1,1,0,1,1,1,1,0,1.5466345861250421,2.2956127188079405,1
1,1,0,0,0.06632271016746097,1,0,2,0,1,1,0,1,1,1,1,0,1.166110090339743,0.4684812920415452,0
1,1,1,0,1.0028245840617833,1,1,2,0,1,1,0,0,1,0,1,2,1.013235620417265,1.3884148936164593,1
0,0,1,0,-1.0330490548389175,1,0,2,0,0,1,0,1,0,0,1,0,0.7141333966558947,-0.748171619624342,1
0,1,1,0,-1.2773538915070017,1,1,2,0,0,1,0,1,1,0,1,0,1.1976819917367767,-0.9628478087149319,1
1,0,1,0,-0.9923315820609035,1,0,0,2,2,2,2,2,2,0,1,2,-1.502546417220039,-0.9362064186026204,0
0,0,0,0,1.4914342573979515,1,1,2,0,0,1,1,1,1,2,0,0,1.3040294490741529,2.0953718811120905,0
0,0,1,0,0.7178022746156852,1,1,2,1,0,1,0,1,1,1,1,1,1.3173228812413251,1.3027077537605305,0
1,0,0,0,-0.9108966365048755,1,0,0,2,2,2,2,2,2,1,0,1,-1.5042080962409352,-0.907644729451559,0
0,0,1,1,-0.8294616909488475,1,1,0,2,2,2,2,2,2,2,0,3,-1.3131150088378376,-0.8860799919704253,0
0,0,0,0,-0.7480267453928194,1,0,2,0,1,0,0,0,1,0,1,0,0.7157950756767911,-0.48601769223086677,1
0,0,1,0,1.5321517301759657,0,2,1,1,0,1,1,0,1,2,1,2,-0.4955689305567586,0.48042246192618515,0
0,1,0,0,1.2878468935078815,1,1,2,1,0,1,1,1,1,0,1,2,1.4685356721429066,2.1319237800565713,0
0,0,1,1,1.3692818390639097,1,1,1,1,1,1,1,1,1,2,0,3,0.8354359651813396,1.6231769692043185,0
0,0,1,1,1.5728692029539797,1,0,1,1,0,1,1,1,1,2,1,3,0.572890679879692,1.6412763394546046,0
1,1,0,0,-0.5037219087247353,1,0,2,0,0,0,0,1,1,0,0,0,0.837097644202236,-0.2796407265721152,0
1,0,1,0,1.6135866757319937,1,0,1,1,1,0,1,1,1,2,1,2,0.48482169177217727,1.532415249119956,0
0,0,1,1,1.5728692029539797,1,0,1,1,1,1,1,0,0,2,0,3,-0.0236520886221522,0.9760361931456083,0
1,0,1,1,0.22919260127951704,1,1,2,0,0,1,0,1,1,0,1,3,1.2093137448830524,0.7393317461162553,0
0,0,0,0,-0.17798212650062314,1,1,2,0,1,0,0,0,1,0,1,0,0.837097644202236,0.1516981678560477,1
1,1,1,0,-0.6258743270587773,1,0,2,0,1,0,0,0,0,0,1,0,0.3884443085601804,-0.4628637417521469,1
1,0,0,0,0.025605237389446957,0,2,1,0,1,0,0,1,0,1,1,0,-0.8528299200495064,-0.4294902688028387,0
0,0,1,1,-0.3815694903906932,0,2,1,1,0,0,1,0,0,2,0,1,-1.0023810319301916,-0.6482498524011153,0
1,0,1,1,1.0435420568397975,1,0,0,2,2,2,2,2,2,1,1,0,-1.502546417220039,-0.5178681693908217,0
0,1,1,0,1.5321517301759657,1,1,2,0,1,0,1,1,1,2,1,2,1.3189845602622214,2.2370104895219525,0
